,bytes,Tamaño en bytes,Recibido en bytes,tiempo tardado,bw 
1033,208,41346,26624,0.0004258155822753,59.62821948488242
1039,209,41346,26752,0.0004127025604248,61.81860196418256
1043,210,41346,27090,0.0004079341888427,63.33138515488019
1048,211,41346,27219,0.0004134178161621,62.78892733564014
1053,212,41346,27348,0.0003933906555175,66.29818181818182
1058,213,41346,27477,0.0004217624664306,62.13001695873375
1066,214,41346,27606,0.0003812313079833,69.05816135084427
1072,215,41346,27520,0.0004208087921142,62.36827195467422
1073,216,41346,27648,0.0004534721374511,58.14511041009464
1082,217,41346,27993,0.0004224777221679,63.18961625282167
1083,218,41346,27904,0.0004060268402099,65.54081033470347
1092,219,41346,28251,0.0003895759582519,69.15789473684211
1097,220,41346,28160,0.0004138946533203,64.88479262672811
1100,221,41346,28288,0.0003876686096191,69.58917589175891
1103,222,41346,28416,0.0003836154937744,70.64263517712865
1112,223,41346,28767,0.0003740787506103,73.33843212237093
1115,224,41346,28896,0.000373363494873,73.80842911877394
1122,225,41346,28800,0.0003740787506103,73.4225621414914
1126,226,41346,28702,0.0003809928894042,71.84480600750939
1132,227,41346,29283,0.0003962516784667,70.47653429602889
1137,228,41346,29412,0.0003712177276611,75.5606936416185
1138,229,41346,29312,0.0003798007965087,73.60200878844947
1143,230,41346,29670,0.0003612041473388,78.33663366336634
1150,231,41346,29799,0.0003974437713623,71.50329934013197
1153,232,41346,29696,0.0004043579101562,70.0377358490566
1161,233,41346,29824,0.0004003047943115,71.05181655747468
1166,234,41346,29952,0.0004196166992187,68.07272727272728
1168,235,41346,30080,0.0003955364227294,72.52561784207354
1174,236,41346,30444,0.0004034042358398,71.97163120567376
1181,237,41346,30573,0.0003893375396728,74.88793631353337
1185,238,41346,30702,0.0004212856292724,69.50084889643463
1188,239,41346,30592,0.0003814697265625,76.48
1194,240,41346,30960,0.0004088878631591,72.20991253644316
1200,241,41346,31089,0.0003890991210937,76.19852941176471
1207,242,41346,31218,0.0003800392150878,78.3387703889586
1210,243,41346,31104,0.0003957748413085,74.94939759036144
1215,244,41346,31232,0.0003700256347656,80.49484536082474
1219,245,41346,31605,0.0003969669342041,75.92792792792793
1224,246,41346,31734,0.000380516052246,79.53383458646617
1231,250,41346,32250,0.0003643035888671,84.42408376963351
1236,260,41346,33280,0.0003566741943359,88.98395721925134
1240,270,41346,34830,0.0003871917724609,85.78817733990148
1244,280,41346,35560,0.0003478527069091,97.49143248800549
1249,290,41346,37410,0.0003383159637451,105.45454545454544
1256,300,41346,38400,0.0003457069396972,105.93103448275862
1257,310,41346,39680,0.0003299713134765,114.6820809248555
1263,320,41346,41346,0.0003242492675781,121.60588235294118
1267,330,41346,41346,0.000335693359375,117.46022727272728
1272,340,41346,41346,0.0003066062927246,128.60342146189737
1278,350,41346,41346,0.0003039836883544,129.7129411764706
1280,350,41346,41346,0.0003039836883544,129.7129411764706
1286,360,41346,41346,0.0003154277801513,125.00680272108843
1287,370,41346,41346,0.0002849102020263,138.39665271966527
1294,380,41346,41346,0.0002961158752441,133.15942028985506
1298,390,41346,41346,0.0002849102020263,138.39665271966527
1305,400,41346,41346,0.000277042388916,142.32702237521514
1310,410,41346,41346,0.0002796649932861,140.9923273657289
1312,420,41346,41346,0.0002837181091308,138.9781512605042
1319,430,41346,41346,0.0002675056457519,147.40106951871658
1326,440,41346,41346,0.0002582073211669,152.70914127423822
1328,450,41346,41346,0.0002596378326416,151.86776859504133
1336,460,41346,41346,0.000303030014038,130.12116443745083
1337,470,41346,41346,0.0002689361572265,146.61702127659575
1344,480,41346,41346,0.0002703666687011,145.84126984126985
1350,490,41346,41346,0.0002777576446533,141.96051502145923
1354,500,41346,41346,0.0002455711364746,160.56699029126213
1359,510,41346,41346,0.0002436637878417,161.8238747553816
1362,520,41346,41346,0.0002565383911132,153.70260223048328
1371,530,41346,41346,0.0002410411834716,163.5845697329377
1375,540,41346,41346,0.0002546310424804,154.85393258426967
1379,550,41346,41346,0.0002343654632568,168.2441505595117
1386,560,41346,41346,0.0002360343933105,167.05454545454546
1391,570,41346,41346,0.0002620220184326,150.48589626933577
1392,580,41346,41346,0.0002319812774658,169.9732785200411
1397,590,41346,41346,0.0002250671386718,175.1949152542373
1403,600,41346,41346,0.0002589225769042,152.28729281767957
1411,610,41346,41346,0.0002257823944091,174.63991552270326
1415,620,41346,41346,0.0002162456512451,182.34178610804847
1417,630,41346,41346,0.000213623046875,184.58035714285717
1422,640,41346,41346,0.0002121925354003,185.8247191011236
1430,650,41346,41346,0.0002202987670898,178.98701298701295
1433,660,41346,41346,0.0002295970916748,171.73831775700936
1441,670,41346,41346,0.0002338886260986,168.58715596330276
1445,680,41346,41346,0.0002241134643554,175.94042553191488
1449,690,41346,41346,0.0002198219299316,179.37527114967463
1454,700,41346,41346,0.0002167224884033,181.94059405940595
1457,710,41346,41346,0.0002243518829345,175.75345377258236
1462,720,41346,41346,0.0002121925354003,185.8247191011236
1471,730,41346,41346,0.0002036094665527,193.65807962529277
1475,740,41346,41346,0.0002088546752929,188.7945205479452
1478,750,41346,41346,0.0002086162567138,189.0102857142857
1485,760,41346,41346,0.0001997947692871,197.35560859188544
1487,770,41346,41346,0.0002036094665527,193.65807962529277
1494,780,41346,41346,0.0002057552337646,191.63847045191196
1497,790,41346,41346,0.0002005100250244,196.6516052318668
1505,800,41346,41346,0.0002093315124511,188.36446469248293
1507,810,41346,41346,0.0001986026763916,198.54021608643455
1514,820,41346,41346,0.0002055168151855,191.86078886310904
1519,830,41346,41346,0.0001978874206542,199.2578313253012
1522,840,41346,41346,0.0001971721649169,199.9806529625151
1527,850,41346,41346,0.0002391338348388,164.88933200398805
1533,860,41346,41346,0.0001914501190185,205.95765877957655
1537,870,41346,41346,0.0001885890960693,209.08217446270544
1546,880,41346,41346,0.000187873840332,209.87817258883248
1549,890,41346,41346,0.0001940727233886,203.1744471744472
1555,900,41346,41346,0.0001957416534423,201.442143727162
1559,910,41346,41346,0.0001866817474365,211.2183908045977
1562,920,41346,41346,0.0001897811889648,207.76884422110552
1570,930,41346,41346,0.0001869201660156,210.94897959183675
1574,940,41346,41346,0.0002331733703613,169.1042944785276
1580,950,41346,41346,0.0001795291900634,219.63346613545815
1582,960,41346,41346,0.0001928806304931,204.4301606922126
1590,970,41346,41346,0.0001881122589111,209.61216730038024
1593,980,41346,41346,0.0001828670501708,215.6245110821382
1598,990,41346,41346,0.0001821517944335,216.4712041884817
1605,1000,41346,41346,0.0001900196075439,207.50815558343788
1609,1010,41346,41346,0.0001900196075439,207.50815558343788
1615,1020,41346,41346,0.0001990795135498,198.06467065868264
1617,1030,41346,41346,0.0001993179321289,197.82775119617224
1625,1040,41346,41346,0.0002167224884033,181.94059405940595
1629,1050,41346,41346,0.0001969337463378,200.2227602905569
1635,1060,41346,41346,0.0001792907714843,219.9255319148936
1640,1070,41346,41346,0.0001833438873291,215.06371911573476
1642,1080,41346,41346,0.0001897811889648,207.76884422110552
1649,1090,41346,41346,0.0001766681671142,223.1902834008097
1655,1100,41346,41346,0.0001873970031738,210.412213740458
1660,1110,41346,41346,0.0001857280731201,212.30295250320924
1663,1120,41346,41346,0.00018310546875,215.34375
1667,1130,41346,41346,0.0001945495605468,202.6764705882353
1675,1140,41346,41346,0.0001833438873291,215.06371911573476
1679,1150,41346,41346,0.0001864433288574,211.48849104859332
1685,1160,41346,41346,0.0001847743988037,213.39870967741936
1689,1170,41346,41346,0.0002000331878662,197.12038140643625
1692,1180,41346,41346,0.0001833438873291,215.06371911573476
1701,1190,41346,41346,0.0001797676086425,219.342175066313
1702,1200,41346,41346,0.0001735687255859,227.17582417582415
1710,1210,41346,41346,0.0001769065856933,222.88948787061997
1715,1220,41346,41346,0.0001752376556396,225.0122448979592
1717,1230,41346,41346,0.0001709461212158,230.6610878661088
1725,1240,41346,41346,0.0001900196075439,207.50815558343788
1729,1250,41346,41346,0.0001807212829589,218.18469656992085
1736,1260,41346,41346,0.0001664161682128,236.93982808022923
1740,1270,41346,41346,0.000176191329956,223.79431664411368
1743,1280,41346,41346,0.0001759529113769,224.09756097560972
1748,1290,41346,41346,0.0001895427703857,208.03018867924527
1756,1300,41346,41346,0.0001788139343261,220.512
1761,1310,41346,41346,0.0001802444458007,218.7619047619048
1765,1320,41346,41346,0.0001873970031738,210.412213740458
1770,1330,41346,41346,0.0002093315124511,188.36446469248293
1772,1340,41346,41346,0.0001654624938964,238.3054755043228
1781,1350,41346,41346,0.000176191329956,223.79431664411368
1782,1360,41346,41346,0.0002086162567138,189.0102857142857
1789,1370,41346,41346,0.0001718997955322,229.38141470180304
1792,1380,41346,41346,0.0001869201660156,210.94897959183675
1801,1390,41346,41346,0.0001666545867919,236.60085836909872
1806,1400,41346,41346,0.0001642704010009,240.03483309143687
1811,1410,41346,41346,0.0001647472381591,239.34008683068015
1813,1420,41346,41346,0.0001759529113769,224.09756097560972
1820,1430,41346,41346,0.0001697540283203,232.2808988764045
1822,1440,41346,41346,0.0001718997955322,229.38141470180304
1831,1450,41346,41346,0.000173807144165,226.8641975308642
1832,1460,41346,41346,0.0001842975616455,213.9508408796895
1836,1470,41346,23706,0.0002062320709228,109.62312138728323
1845,1480,41346,41346,0.0002031326293945,194.112676056338
1849,1490,41346,41346,0.0001764297485351,223.4918918918919
1851,1500,41346,41346,0.0001955032348632,201.6878048780488
1860,1510,41346,41346,0.0002424716949462,162.61946902654867
1863,1520,41346,41346,0.0001773834228515,222.29032258064515
1867,1530,41346,41346,0.0001718997955322,229.38141470180304
1873,1540,41346,39806,0.0001852512359619,204.92149292149293
1876,1550,41346,41346,0.0001747608184814,225.6261937244202
1880,1560,41346,31986,0.0001873970031738,162.77862595419847
1885,1570,41346,41346,0.0002768039703369,142.4496124031008
1892,1580,41346,41346,0.0001893043518066,208.29219143576827
1899,1590,41346,41346,0.0001759529113769,224.09756097560972
1904,1600,41346,41346,0.0001804828643798,218.47291941875827
1905,1610,41346,33296,0.0002048015594482,155.0454016298021
1912,1620,41346,41346,0.0001864433288574,211.48849104859332
1915,1630,41346,41346,0.0001816749572753,217.03937007874012
1924,1640,41346,34786,0.0001811981201171,183.0842105263158
1928,1650,41346,41346,0.0002014636993408,195.7207100591716
1931,1660,41346,41346,0.0001740455627441,226.55342465753424
1936,1670,41346,39676,0.0001962184906005,192.8359659781288
1941,1680,41346,41346,0.0001802444458007,218.7619047619048
1947,1690,41346,41346,0.0001699924468994,231.95511921458623
1954,1700,41346,41346,0.0001771450042724,222.58950201884247
1959,1710,41346,32796,0.0001730918884277,180.69421487603304
1962,1720,41346,37906,0.0001988410949707,181.80335731414868
1966,1730,41346,41346,0.0001826286315917,215.9060052219321
1972,1740,41346,41346,0.00018310546875,215.34375
1977,1750,41346,41346,0.0001833438873291,215.06371911573476
1984,1760,41346,41346,0.0001740455627441,226.55342465753424
1989,1770,41346,41346,0.0001697540283203,232.2808988764045
1990,1780,41346,41346,0.0002150535583496,183.35254988913525
1995,1790,41346,34186,0.0001754760742187,185.7934782608696
2003,1800,41346,41346,0.0001771450042724,222.58950201884247
2006,1810,41346,41346,0.0001823902130126,216.18823529411765
2011,1820,41346,41346,0.0001637935638427,240.73362445414847
2018,1830,41346,34026,0.0001821517944335,178.14659685863873
2020,1840,41346,41346,0.000173807144165,226.8641975308642
2026,1850,41346,41346,0.0001683235168457,234.2549575070821
2033,1860,41346,41346,0.0001699924468994,231.95511921458623
2037,1870,41346,41346,0.0001606941223144,245.37685459940653
2040,1880,41346,41346,0.0001852512359619,212.84942084942085
2048,1890,41346,41346,0.0001518726348876,259.62951334379903
2053,1900,41346,41346,0.0001604557037353,245.74145616641903
2058,1910,41346,41346,0.0001749992370605,225.31880108991825
2062,1920,41346,39426,0.0001676082611083,224.33001422475107
2067,1930,41346,41346,0.0002093315124511,188.36446469248293
2071,1940,41346,39406,0.000173807144165,216.2194787379973
2075,1950,41346,41346,0.0001938343048095,203.42435424354244
2081,1960,41346,39200,0.0001721382141113,217.17451523545705
2088,1970,41346,41346,0.0001773834228515,222.29032258064515
2094,1980,41346,41346,0.0001606941223144,245.37685459940653
2099,1990,41346,39800,0.0001642704010009,231.05950653120465
2100,2000,41346,41346,0.0001556873321533,253.2679938744257
2108,2010,41346,41346,0.0001838207244873,214.5058365758755
2113,2020,41346,41346,0.000173807144165,226.8641975308642
2115,2030,41346,39316,0.0002131462097167,175.91051454138702
2124,2040,41346,41346,0.000166893005371,236.26285714285717
2128,2050,41346,33146,0.0001735687255859,182.12087912087912
2133,2060,41346,41346,0.0001733303070068,227.48830811554333
2137,2070,41346,26910,0.0001609325408935,159.46666666666667
2144,2080,41346,41346,0.0001676082611083,235.25462304409672
2145,2090,41346,41346,0.0001657009124755,237.96258992805755
2151,2100,41346,41346,0.0001637935638427,240.73362445414847
2156,2110,41346,41346,0.0001933574676513,203.9260172626387
2162,2120,41346,41346,0.0001776218414306,221.99194630872483
2166,2130,41346,41346,0.0002481937408447,158.87031700288185
2174,2140,41346,41346,0.0001907348632812,206.73
2178,2150,41346,41346,0.0001900196075439,207.50815558343788
2180,2160,41346,41346,0.0001881122589111,209.61216730038024
2187,2170,41346,39176,0.0001676082611083,222.90753911806544
2193,2180,41346,34880,0.0001845359802246,180.2583979328165
2196,2190,41346,32850,0.0001606941223144,194.95548961424333
2201,2200,41346,30800,0.0002074241638183,141.60919540229884
2209,2210,41346,41346,0.0001845359802246,213.67441860465115
2213,2220,41346,30246,0.0001575946807861,183.03177004538577
2219,2230,41346,39116,0.0001604557037353,232.4873699851412
2220,2240,41346,41346,0.0001823902130126,216.18823529411765
2225,2250,41346,41346,0.0001606941223144,245.37685459940653
2230,2260,41346,34566,0.0001628398895263,202.4363103953148
2238,2270,41346,41346,0.0001575946807861,250.20272314674736
2241,2280,41346,41346,0.0001790523529052,220.21837549933423
2248,2290,41346,32186,0.0001840591430664,166.76683937823833
2254,2300,41346,41346,0.0001564025878906,252.109756097561
2259,2310,41346,41346,0.0001556873321533,253.2679938744257
2261,2320,41346,41346,0.0001614093780517,244.28951255539144
2266,2330,41346,41346,0.0001718997955322,229.38141470180304
2270,2340,41346,32760,0.0001602172851562,195.0
2277,2350,41346,41346,0.0001516342163085,260.0377358490566
2283,2360,41346,36626,0.0001635551452636,213.56268221574345
2289,2370,41346,38976,0.000176191329956,210.96617050067655
2293,2380,41346,41346,0.0001552104949951,254.04608294930875
2296,2390,41346,41346,0.0001602172851562,246.1071428571429
2304,2400,41346,41346,0.0001575946807861,250.20272314674736
2309,2410,41346,38936,0.0001523494720458,243.73082942097025
2310,2420,41346,36506,0.0001680850982666,207.12624113475175
2318,2430,41346,36486,0.0001513957977294,229.83307086614167
2320,2440,41346,41346,0.0001866817474365,211.2183908045977
2326,2450,41346,41346,0.0001623630523681,242.8546255506608
2331,2460,41346,39360,0.0001749992370605,214.4959128065395
2338,2470,41346,41346,0.0001657009124755,237.96258992805755
2341,2480,41346,41346,0.0001592636108398,247.5808383233533
2345,2490,41346,41346,0.0001626014709472,242.49853372434015
2352,2500,41346,41346,0.0001716613769531,229.7
2356,2510,41346,41346,0.0001642704010009,240.03483309143687
2361,2520,41346,38826,0.0001707077026367,216.9050279329609
2366,2530,41346,41346,0.000150442123413,262.0982567353407
2372,2540,41346,38806,0.0001866817474365,198.242656449553
2378,2550,41346,41346,0.0001609325408935,245.0133333333333
2380,2560,41346,33666,0.0001554489135742,206.53987730061348
2386,2570,41346,41346,0.0001580715179443,249.44796380090497
2393,2580,41346,41346,0.0001680850982666,234.5872340425532
2396,2590,41346,41346,0.0001718997955322,229.38141470180304
2400,2600,41346,41346,0.0001475811004638,267.1793214862682
2408,2610,41346,41346,0.0001907348632812,206.73
2412,2620,41346,41346,0.0001688003540039,233.59322033898303
2415,2630,41346,36820,0.0001611709594726,217.8698224852071
2420,2640,41346,31680,0.0001611709594726,187.45562130177515
2429,2650,41346,34450,0.0001671314239501,196.57631954350927
2430,2660,41346,41346,0.0001847743988037,213.39870967741936
2439,2670,41346,41346,0.0001583099365234,249.0722891566265
2444,2680,41346,41346,0.000171422958374,230.01947148817803
2445,2690,41346,41346,0.0001618862152099,243.56995581737849
2454,2700,41346,41346,0.0001742839813232,226.2435020519836
2455,2710,41346,41346,0.0001780986785888,221.3975903614458
2464,2720,41346,41346,0.0001599788665771,246.47391952309985
2465,2730,41346,41346,0.0001657009124755,237.96258992805755
2473,2740,41346,41346,0.0001578330993652,249.82477341389728
2475,2750,41346,38596,0.0001552104949951,237.1490015360983
2482,2760,41346,41346,0.000150442123413,262.0982567353407
2489,2770,41346,36010,0.0001654624938964,207.55043227665703
