bytes;Tamaño en bytes;Recibido en bytes;tiempo tardado;bw 
600;41346;41346;0.0001895427703857422;208.03018867924527 
600;41346;41346;0.000202178955078125;195.02830188679246 
600;41346;41346;0.0001876354217529297;210.14485387547649 
600;41346;41346;0.0001990795135498047;198.06467065868264 
700;41346;41346;0.00022220611572265625;177.45064377682402 
700;41346;41346;0.000186920166015625;210.94897959183675 
700;41346;41346;0.00019669532775878906;200.46545454545455 
700;41346;41346;0.0002353191375732422;167.56231003039514 
700;41346;41346;0.00020575523376464844;191.63847045191193 
800;41346;41346;0.0001895427703857422;208.03018867924527 
800;41346;41346;0.00020122528076171875;195.95260663507108 
800;41346;41346;0.0001914501190185547;205.95765877957658 
800;41346;41346;0.00018668174743652344;211.2183908045977 
800;41346;41346;0.00023174285888671875;170.14814814814815 
900;41346;41346;0.00017380714416503906;226.8641975308642 
900;41346;41346;0.00019240379333496094;204.9368029739777 
900;41346;41346;0.00018143653869628906;217.3245729303548 
900;41346;41346;0.00019931793212890625;197.82775119617224 
900;41346;41346;0.000164031982421875;240.38372093023256 
1000;41346;41346;0.00017833709716796875;221.10160427807486 
1000;41346;41346;0.00017261505126953125;228.43093922651934 
1000;41346;41346;0.00016689300537109375;236.26285714285714 
1000;41346;41346;0.0001773834228515625;222.29032258064515 
1000;41346;41346;0.0001800060272216797;219.05165562913908 
1000;41346;41346;0.00016808509826660156;234.58723404255318 
1000;41346;41346;0.0001850128173828125;213.1237113402062 
1000;41346;41346;0.00017189979553222656;229.38141470180304 
1000;41346;41346;0.00016736984252929688;235.5897435897436 
1000;41346;41346;0.0001811981201171875;217.61052631578949 
2000;41346;29346;0.00015211105346679688;183.98746081504703 
2000;41346;29346;0.00015544891357421875;180.03680981595093 
2000;41346;29346;0.00014400482177734375;194.34437086092714 
2000;41346;31346;0.0001590251922607422;187.98200899550224 
2000;41346;29346;0.0001461505889892578;191.4910277324633 
3000;41346;41346;0.0001533031463623047;257.20684292379474 
3000;41346;36000;0.0001308917999267578;262.2950819672131 
3000;41346;41346;0.00015544891357421875;253.6564417177914 
3000;41346;39000;0.00012350082397460938;301.1583011583012 
3000;41346;33000;0.0001468658447265625;214.28571428571428 
4000;41346;41346;0.00013303756713867188;296.38709677419354 
4000;41346;33346;0.0001685619354248047;188.66195190947667 
4000;41346;33346;0.00015211105346679688;209.06583072100312 
4000;41346;25346;0.00013184547424316406;183.33453887884266 
4000;41346;41346;0.00015974044799804688;246.84179104477613 
5000;41346;41346;0.0001327991485595703;296.91921005385996 
5000;41346;41346;0.00013375282287597656;294.80213903743316 
5000;41346;41346;0.00012874603271484375;306.26666666666665 
5000;41346;31346;0.0001327991485595703;225.10592459605027 
5000;41346;36346;0.0001392364501953125;248.94520547945206 
6000;41346;41346;0.000125885009765625;313.22727272727275 
6000;41346;24000;0.0001246929168701172;183.55640535372848 
6000;41346;36000;0.00012993812561035156;264.2201834862385 
6000;41346;24000;0.00014209747314453125;161.0738255033557 
6000;41346;41346;0.00014472007751464844;272.4612850082372 
7000;41346;35000;0.00010395050048828125;321.10091743119267 
7000;41346;41346;0.00016498565673828125;238.9942196531792 
7000;41346;35000;0.00010919570922851562;305.6768558951965 
7000;41346;21000;0.00012969970703125;154.41176470588235 
7000;41346;35000;0.00012493133544921875;267.17557251908397 
8000;41346;33346;0.00013685226440429688;232.37630662020905 
8000;41346;33346;0.000133514404296875;238.18571428571428 
8000;41346;41346;0.00012683868408203125;310.8721804511278 
8000;41346;33346;0.00012755393981933594;249.31588785046728 
8000;41346;33346;0.00014066696166992188;226.07457627118643 
9000;41346;18000;0.00010180473327636719;168.61826697892272 
9000;41346;27000;0.00011944770812988281;215.5688622754491 
9000;41346;41346;0.00013327598571777344;295.8568872987478 
9000;41346;18000;0.0001232624053955078;139.26499032882012 
9000;41346;27000;0.0001201629638671875;214.28571428571428 
