bytes;Tamaño en bytes;Recibido en bytes;tiempo tardado;bw 
4000;299226;216000;10.025503873825073;0.020546962520414085 
4000;299226;204000;10.040048122406006;0.01937735339263025 
4000;299226;204000;10.024254560470581;0.01940788308729283 
4500;299226;198000;10.024763584136963;0.018836106513996535 
4500;299226;171000;10.0258150100708;0.016265840526845817 
4500;299226;153000;10.024307012557983;0.014555836151802245 
5000;299226;200000;10.034958124160767;0.01900704127723516 
5000;299226;210000;10.024176597595215;0.019978858562144382 
5000;299226;200000;0.055301666259765625;3.4489894460922947 
5500;299226;187000;10.020849227905273;0.017796605169085832 
5500;299226;176000;10.022105932235718;0.01674764573657395 
5500;299226;187000;10.02416729927063;0.01779071436496723 
6000;299226;168000;10.023128509521484;0.0159847581525121 
6000;299226;162000;10.023779153823853;0.015412873416996218 
6000;299226;168000;10.021768569946289;0.015986927261193846 
6500;299226;182000;10.031549453735352;0.017302284795227458 
6500;299226;188500;10.017960786819458;0.01794453107453732 
6500;299226;188500;10.014118432998657;0.017951416277463376 
7000;299226;196000;0.05202054977416992;3.5931985883862687 
7000;299226;196000;10.020580768585205;0.018653626005552974 
7000;299226;224000;10.029567241668701;0.021299328448338692 
7500;299226;292500;10.042510986328125;0.027776891449617563 
7500;299226;247500;0.07464814186096191;3.1619593927760405 
7500;299226;270000;0.06495499610900879;3.9641610477130826 
8000;299226;264000;0.07531452178955078;3.3429146670381016 
8000;299226;251226;0.09685349464416504;2.4737133615437448 
8000;299226;235226;0.04969906806945801;4.513746504008098 
8500;299226;221000;0.045557260513305664;4.626310308193907 
8500;299226;195500;0.06545662879943848;2.848349086670673 
8500;299226;212500;10.02201247215271;0.020221067654767947 
9000;299226;180000;10.039992094039917;0.017097760172045263 
9000;299226;198000;0.04695606231689453;4.021366045859821 
9000;299226;180000;10.023921489715576;0.01712517173336279 
9500;299226;180000;0.07218408584594727;2.378105574675818 
9500;299226;227226;0.0781397819519043;2.773230162749968 
9500;299226;281226;10.042075634002686;0.026707428133436854 
